Row,Row.Numbers,Genotype,Pedigree,Treatment,date,Canopy_Coverage
3583,3583 and 3584,Va85,Ames 27193,No Nitrogen,Sept3,59.34867052
3583,3583 and 3584,Va85,Ames 27193,No Nitrogen,July6,29.03085819
3583,3583 and 3584,Va85,Ames 27193,No Nitrogen,Aug23,70.56157892
3583,3583 and 3584,Va85,Ames 27193,No Nitrogen,Sept5,65.12320785
3583,3583 and 3584,Va85,Ames 27193,No Nitrogen,Sept1,70.72757633
3583,3583 and 3584,Va85,Ames 27193,No Nitrogen,Aug12,73.93465575
3583,3583 and 3584,Va85,Ames 27193,No Nitrogen,Aug14,62.86965041
3583,3583 and 3584,Va85,Ames 27193,No Nitrogen,Aug30,78.34117472
3583,3583 and 3584,Va85,Ames 27193,No Nitrogen,Aug16,69.43841025
3583,3583 and 3584,Va85,Ames 27193,No Nitrogen,Aug20,68.99385107
3583,3583 and 3584,Va85,Ames 27193,No Nitrogen,Aug22,70.44618235
3583,3583 and 3584,Va85,Ames 27193,No Nitrogen,Aug26,74.74724913
4001,4001 and 4002,B37,PI 550467,Nitrogen,Aug12,46.95065737
4001,4001 and 4002,B37,PI 550467,Nitrogen,Aug30,33.40083316
4001,4001 and 4002,B37,PI 550467,Nitrogen,Aug14,37.15292124
4001,4001 and 4002,B37,PI 550467,Nitrogen,July6,36.21801065
4001,4001 and 4002,B37,PI 550467,Nitrogen,Sept3,28.12191265
4001,4001 and 4002,B37,PI 550467,Nitrogen,Sept1,27.94276431
4001,4001 and 4002,B37,PI 550467,Nitrogen,Aug16,38.64023709
4001,4001 and 4002,B37,PI 550467,Nitrogen,Aug22,46.1335382
4001,4001 and 4002,B37,PI 550467,Nitrogen,Sept5,26.81277653
4001,4001 and 4002,B37,PI 550467,Nitrogen,Aug23,47.71385962
4001,4001 and 4002,B37,PI 550467,Nitrogen,Aug20,38.95502472
4001,4001 and 4002,B37,PI 550467,Nitrogen,Aug26,49.20278382
4003,4003 and 4004,B14A,PI 550461,Nitrogen,Sept1,12.59548532
4003,4003 and 4004,B14A,PI 550461,Nitrogen,July6,40.12931996
4003,4003 and 4004,B14A,PI 550461,Nitrogen,Aug22,25.57675468
4003,4003 and 4004,B14A,PI 550461,Nitrogen,Aug20,24.48280115
4003,4003 and 4004,B14A,PI 550461,Nitrogen,Sept3,16.31351366
4003,4003 and 4004,B14A,PI 550461,Nitrogen,Aug12,28.45023729
4003,4003 and 4004,B14A,PI 550461,Nitrogen,Aug14,23.34657556
4003,4003 and 4004,B14A,PI 550461,Nitrogen,Aug26,27.19889083
4003,4003 and 4004,B14A,PI 550461,Nitrogen,Aug23,30.9938067
4003,4003 and 4004,B14A,PI 550461,Nitrogen,Sept5,13.44726912
4003,4003 and 4004,B14A,PI 550461,Nitrogen,Aug30,14.81313398
4003,4003 and 4004,B14A,PI 550461,Nitrogen,Aug16,21.6936038
4005,4005 and 4006,4226,NSL 30904,Nitrogen,Aug14,55.92880979
4005,4005 and 4006,4226,NSL 30904,Nitrogen,Aug12,55.2573855
4005,4005 and 4006,4226,NSL 30904,Nitrogen,Aug22,55.35770672
4005,4005 and 4006,4226,NSL 30904,Nitrogen,Sept1,37.5863194
4005,4005 and 4006,4226,NSL 30904,Nitrogen,Aug20,56.94401358
4005,4005 and 4006,4226,NSL 30904,Nitrogen,Sept5,32.67140113
4005,4005 and 4006,4226,NSL 30904,Nitrogen,July6,41.88777406
4005,4005 and 4006,4226,NSL 30904,Nitrogen,Aug30,43.06697506
4005,4005 and 4006,4226,NSL 30904,Nitrogen,Aug26,58.51933026
4005,4005 and 4006,4226,NSL 30904,Nitrogen,Aug16,54.20161835
4005,4005 and 4006,4226,NSL 30904,Nitrogen,Aug23,65.3971078
4005,4005 and 4006,4226,NSL 30904,Nitrogen,Sept3,31.03287108
4007,4007 and 4008,B97,PI 564682,Nitrogen,July6,48.15458937
4007,4007 and 4008,B97,PI 564682,Nitrogen,Aug22,80.39310792
4007,4007 and 4008,B97,PI 564682,Nitrogen,Aug20,80.62284384
4007,4007 and 4008,B97,PI 564682,Nitrogen,Aug23,86.17626062
4007,4007 and 4008,B97,PI 564682,Nitrogen,Sept1,75.65666657
4007,4007 and 4008,B97,PI 564682,Nitrogen,Aug14,79.29074633
4007,4007 and 4008,B97,PI 564682,Nitrogen,Aug16,80.05309729
4007,4007 and 4008,B97,PI 564682,Nitrogen,Sept3,66.07548173
4007,4007 and 4008,B97,PI 564682,Nitrogen,Aug30,67.87050049
4007,4007 and 4008,B97,PI 564682,Nitrogen,Sept5,67.77756473
4007,4007 and 4008,B97,PI 564682,Nitrogen,Aug12,77.3927655
4007,4007 and 4008,B97,PI 564682,Nitrogen,Aug26,81.75196844
4009,4009 and 4010,B73,PI 550473,Nitrogen,Aug14,46.37798612
4009,4009 and 4010,B73,PI 550473,Nitrogen,Sept3,39.6028603
4009,4009 and 4010,B73,PI 550473,Nitrogen,July6,30.19794376
4009,4009 and 4010,B73,PI 550473,Nitrogen,Aug30,39.03482553
4009,4009 and 4010,B73,PI 550473,Nitrogen,Aug26,58.56383027
4009,4009 and 4010,B73,PI 550473,Nitrogen,Aug20,52.9398573
4009,4009 and 4010,B73,PI 550473,Nitrogen,Aug23,59.58130721
4009,4009 and 4010,B73,PI 550473,Nitrogen,Aug22,57.10449131
4009,4009 and 4010,B73,PI 550473,Nitrogen,Sept5,39.09693104
4009,4009 and 4010,B73,PI 550473,Nitrogen,Aug12,46.94793251
4009,4009 and 4010,B73,PI 550473,Nitrogen,Sept1,41.7868327
4009,4009 and 4010,B73,PI 550473,Nitrogen,Aug16,49.09259332
4011,4011 and 4012,A679,PI 587142,Nitrogen,Aug20,75.32246671
4011,4011 and 4012,A679,PI 587142,Nitrogen,Aug26,77.61710011
4011,4011 and 4012,A679,PI 587142,Nitrogen,Aug23,81.49783029
4011,4011 and 4012,A679,PI 587142,Nitrogen,Sept5,62.99848415
4011,4011 and 4012,A679,PI 587142,Nitrogen,Aug30,60.74139221
4011,4011 and 4012,A679,PI 587142,Nitrogen,Aug16,73.70533728
4011,4011 and 4012,A679,PI 587142,Nitrogen,Aug14,78.66412416
4011,4011 and 4012,A679,PI 587142,Nitrogen,July6,46.96098105
4011,4011 and 4012,A679,PI 587142,Nitrogen,Sept3,55.8374498
4011,4011 and 4012,A679,PI 587142,Nitrogen,Sept1,67.68080404
4011,4011 and 4012,A679,PI 587142,Nitrogen,Aug12,71.54476714
4011,4011 and 4012,A679,PI 587142,Nitrogen,Aug22,73.99908201
4015,4015 and 4016,NC362,Ames 27177,Nitrogen,Aug14,81.60389851
4015,4015 and 4016,NC362,Ames 27177,Nitrogen,Sept5,70.76874098
4015,4015 and 4016,NC362,Ames 27177,Nitrogen,Sept3,66.95092428
4015,4015 and 4016,NC362,Ames 27177,Nitrogen,Aug26,82.71643806
4015,4015 and 4016,NC362,Ames 27177,Nitrogen,Aug30,85.27888278
4015,4015 and 4016,NC362,Ames 27177,Nitrogen,Aug23,85.48927852
4015,4015 and 4016,NC362,Ames 27177,Nitrogen,Aug20,86.97985774
4015,4015 and 4016,NC362,Ames 27177,Nitrogen,Aug22,82.45174858
4015,4015 and 4016,NC362,Ames 27177,Nitrogen,Sept1,77.65836857
4015,4015 and 4016,NC362,Ames 27177,Nitrogen,Aug12,79.64486024
4015,4015 and 4016,NC362,Ames 27177,Nitrogen,Aug16,81.90696168
4015,4015 and 4016,NC362,Ames 27177,Nitrogen,July6,36.0490524
4017,4017 and 4018,NC342,Ames 27167,Nitrogen,Aug12,80.55677922
4017,4017 and 4018,NC342,Ames 27167,Nitrogen,Aug14,83.21786112
4017,4017 and 4018,NC342,Ames 27167,Nitrogen,Sept1,84.38295711
4017,4017 and 4018,NC342,Ames 27167,Nitrogen,Aug26,81.040271
4017,4017 and 4018,NC342,Ames 27167,Nitrogen,Aug20,85.77520959
4017,4017 and 4018,NC342,Ames 27167,Nitrogen,Aug30,67.79288091
4017,4017 and 4018,NC342,Ames 27167,Nitrogen,Aug22,80.08678583
4017,4017 and 4018,NC342,Ames 27167,Nitrogen,Aug16,83.97091455
4017,4017 and 4018,NC342,Ames 27167,Nitrogen,July6,51.23002601
4017,4017 and 4018,NC342,Ames 27167,Nitrogen,Sept3,70.89741257
4017,4017 and 4018,NC342,Ames 27167,Nitrogen,Sept5,75.09668503
4017,4017 and 4018,NC342,Ames 27167,Nitrogen,Aug23,87.40258721
4019,4019 and 4020,NC364,Ames 27178,Nitrogen,Aug20,70.33754817
4019,4019 and 4020,NC364,Ames 27178,Nitrogen,Sept1,57.45668473
4019,4019 and 4020,NC364,Ames 27178,Nitrogen,Sept5,58.31201861
4019,4019 and 4020,NC364,Ames 27178,Nitrogen,Aug22,68.78314285
4019,4019 and 4020,NC364,Ames 27178,Nitrogen,Aug14,64.90756926
4019,4019 and 4020,NC364,Ames 27178,Nitrogen,Aug30,54.23230164
4019,4019 and 4020,NC364,Ames 27178,Nitrogen,Aug16,73.53339166
4019,4019 and 4020,NC364,Ames 27178,Nitrogen,Aug12,71.9643952
4019,4019 and 4020,NC364,Ames 27178,Nitrogen,July6,42.68351294
4019,4019 and 4020,NC364,Ames 27178,Nitrogen,Sept3,59.76350737
4019,4019 and 4020,NC364,Ames 27178,Nitrogen,Aug26,74.42914357
4019,4019 and 4020,NC364,Ames 27178,Nitrogen,Aug23,75.97842622
4021,4021 and 4022,NC294,Ames 27143,Nitrogen,Aug20,38.44371269
4021,4021 and 4022,NC294,Ames 27143,Nitrogen,Aug22,45.48476039
4021,4021 and 4022,NC294,Ames 27143,Nitrogen,Aug26,49.30449813
4021,4021 and 4022,NC294,Ames 27143,Nitrogen,Aug23,54.27233346
4021,4021 and 4022,NC294,Ames 27143,Nitrogen,Sept5,28.45994942
4021,4021 and 4022,NC294,Ames 27143,Nitrogen,Aug30,30.06913777
4021,4021 and 4022,NC294,Ames 27143,Nitrogen,Aug12,43.4728309
4021,4021 and 4022,NC294,Ames 27143,Nitrogen,Sept3,25.62628567
4021,4021 and 4022,NC294,Ames 27143,Nitrogen,Aug16,45.81442587
4021,4021 and 4022,NC294,Ames 27143,Nitrogen,Aug14,38.31082155
4021,4021 and 4022,NC294,Ames 27143,Nitrogen,July6,34.15384615
4021,4021 and 4022,NC294,Ames 27143,Nitrogen,Sept1,27.0483725
4025,4025 and 4026,NC260,Ames 27140,Nitrogen,Aug26,10.55618959
4025,4025 and 4026,NC260,Ames 27140,Nitrogen,Aug22,9.859274137
4025,4025 and 4026,NC260,Ames 27140,Nitrogen,July6,4.087204261
4025,4025 and 4026,NC260,Ames 27140,Nitrogen,Aug14,4.75713756
4025,4025 and 4026,NC260,Ames 27140,Nitrogen,Aug30,8.881495554
4025,4025 and 4026,NC260,Ames 27140,Nitrogen,Aug12,3.768023797
4025,4025 and 4026,NC260,Ames 27140,Nitrogen,Aug23,10.10439287
4025,4025 and 4026,NC260,Ames 27140,Nitrogen,Aug20,12.10815296
4025,4025 and 4026,NC260,Ames 27140,Nitrogen,Sept3,7.721134605
4025,4025 and 4026,NC260,Ames 27140,Nitrogen,Aug16,13.5949046
4025,4025 and 4026,NC260,Ames 27140,Nitrogen,Sept5,7.914244265
4025,4025 and 4026,NC260,Ames 27140,Nitrogen,Sept1,7.415816507
4027,4027 and 4028,NC328,Ames 27160,Nitrogen,Sept1,62.08269845
4027,4027 and 4028,NC328,Ames 27160,Nitrogen,Aug30,57.93832373
4027,4027 and 4028,NC328,Ames 27160,Nitrogen,Aug26,77.49207627
4027,4027 and 4028,NC328,Ames 27160,Nitrogen,July6,36.60795243
4027,4027 and 4028,NC328,Ames 27160,Nitrogen,Aug14,61.76969119
4027,4027 and 4028,NC328,Ames 27160,Nitrogen,Aug22,71.7174545
4027,4027 and 4028,NC328,Ames 27160,Nitrogen,Sept5,59.59705224
4027,4027 and 4028,NC328,Ames 27160,Nitrogen,Aug23,75.31461762
4027,4027 and 4028,NC328,Ames 27160,Nitrogen,Aug12,66.58643475
4027,4027 and 4028,NC328,Ames 27160,Nitrogen,Aug20,73.05893918
4027,4027 and 4028,NC328,Ames 27160,Nitrogen,Aug16,72.56892204
4027,4027 and 4028,NC328,Ames 27160,Nitrogen,Sept3,57.43412491
4029,4029 and 4030,Va22,Ames 19328,Nitrogen,Sept3,44.74720477
4029,4029 and 4030,Va22,Ames 19328,Nitrogen,July6,22.7241422
4029,4029 and 4030,Va22,Ames 19328,Nitrogen,Aug20,56.49175659
4029,4029 and 4030,Va22,Ames 19328,Nitrogen,Aug16,55.36588393
4029,4029 and 4030,Va22,Ames 19328,Nitrogen,Aug14,43.95730706
4029,4029 and 4030,Va22,Ames 19328,Nitrogen,Aug12,55.70744113
4029,4029 and 4030,Va22,Ames 19328,Nitrogen,Aug26,60.62021511
4029,4029 and 4030,Va22,Ames 19328,Nitrogen,Aug23,60.38340927
4029,4029 and 4030,Va22,Ames 19328,Nitrogen,Sept1,43.56787993
4029,4029 and 4030,Va22,Ames 19328,Nitrogen,Aug22,55.97783804
4029,4029 and 4030,Va22,Ames 19328,Nitrogen,Aug30,43.7567878
4029,4029 and 4030,Va22,Ames 19328,Nitrogen,Sept5,45.81296828
4031,4031 and 4032,Wf9,Ames 19293,Nitrogen,Aug20,56.77656636
4031,4031 and 4032,Wf9,Ames 19293,Nitrogen,Aug23,60.92985532
4031,4031 and 4032,Wf9,Ames 19293,Nitrogen,Sept3,36.3462588
4031,4031 and 4032,Wf9,Ames 19293,Nitrogen,Sept1,44.36977164
4031,4031 and 4032,Wf9,Ames 19293,Nitrogen,Aug14,60.61973621
4031,4031 and 4032,Wf9,Ames 19293,Nitrogen,Aug12,59.0158723
4031,4031 and 4032,Wf9,Ames 19293,Nitrogen,Aug16,55.5656799
4031,4031 and 4032,Wf9,Ames 19293,Nitrogen,Aug30,46.98269521
4031,4031 and 4032,Wf9,Ames 19293,Nitrogen,Aug22,54.80495975
4031,4031 and 4032,Wf9,Ames 19293,Nitrogen,July6,51.48470209
4031,4031 and 4032,Wf9,Ames 19293,Nitrogen,Aug26,54.13411153
4031,4031 and 4032,Wf9,Ames 19293,Nitrogen,Sept5,39.38418236
4033,4033 and 4034,CI90CGoodman-Buckler,Ames 31534,Nitrogen,Aug16,82.73793126
4033,4033 and 4034,CI90CGoodman-Buckler,Ames 31534,Nitrogen,Aug30,68.70804083
4033,4033 and 4034,CI90CGoodman-Buckler,Ames 31534,Nitrogen,Aug14,85.07177287
4033,4033 and 4034,CI90CGoodman-Buckler,Ames 31534,Nitrogen,Aug26,86.01458511
4033,4033 and 4034,CI90CGoodman-Buckler,Ames 31534,Nitrogen,Sept5,73.69624439
4033,4033 and 4034,CI90CGoodman-Buckler,Ames 31534,Nitrogen,July6,36.05351171
4033,4033 and 4034,CI90CGoodman-Buckler,Ames 31534,Nitrogen,Aug12,86.07279911
4033,4033 and 4034,CI90CGoodman-Buckler,Ames 31534,Nitrogen,Aug20,85.413404
4033,4033 and 4034,CI90CGoodman-Buckler,Ames 31534,Nitrogen,Sept3,65.99319909
4033,4033 and 4034,CI90CGoodman-Buckler,Ames 31534,Nitrogen,Aug22,84.33167422
4033,4033 and 4034,CI90CGoodman-Buckler,Ames 31534,Nitrogen,Aug23,87.31400464
4033,4033 and 4034,CI90CGoodman-Buckler,Ames 31534,Nitrogen,Sept1,74.0579286
4035,4035 and 4036,Yu796_NS,Ames 27196,Nitrogen,Aug30,55.59815591
4035,4035 and 4036,Yu796_NS,Ames 27196,Nitrogen,Sept3,49.8288577
4035,4035 and 4036,Yu796_NS,Ames 27196,Nitrogen,Aug22,71.18456475
4035,4035 and 4036,Yu796_NS,Ames 27196,Nitrogen,Aug26,73.41290864
4035,4035 and 4036,Yu796_NS,Ames 27196,Nitrogen,Aug23,72.97110414
4035,4035 and 4036,Yu796_NS,Ames 27196,Nitrogen,Sept1,62.35818054
4035,4035 and 4036,Yu796_NS,Ames 27196,Nitrogen,Sept5,55.12439719
4035,4035 and 4036,Yu796_NS,Ames 27196,Nitrogen,Aug16,58.15031317
4035,4035 and 4036,Yu796_NS,Ames 27196,Nitrogen,Aug12,76.49628738
4035,4035 and 4036,Yu796_NS,Ames 27196,Nitrogen,July6,34.52000495
4035,4035 and 4036,Yu796_NS,Ames 27196,Nitrogen,Aug14,72.38836803
4035,4035 and 4036,Yu796_NS,Ames 27196,Nitrogen,Aug20,72.84028601
4037,4037 and 4038,T8,PI 550518,Nitrogen,Aug26,89.14805184
4037,4037 and 4038,T8,PI 550518,Nitrogen,Aug30,73.29917654
4037,4037 and 4038,T8,PI 550518,Nitrogen,Sept1,76.07577608
4037,4037 and 4038,T8,PI 550518,Nitrogen,Aug14,86.0977806
4037,4037 and 4038,T8,PI 550518,Nitrogen,Aug12,80.50636935
4037,4037 and 4038,T8,PI 550518,Nitrogen,Aug23,88.50631852
4037,4037 and 4038,T8,PI 550518,Nitrogen,Aug16,76.56484136
4037,4037 and 4038,T8,PI 550518,Nitrogen,Aug22,84.91599743
4037,4037 and 4038,T8,PI 550518,Nitrogen,Sept3,75.60739424
4037,4037 and 4038,T8,PI 550518,Nitrogen,Sept5,67.80831582
4037,4037 and 4038,T8,PI 550518,Nitrogen,July6,48.43800322
4037,4037 and 4038,T8,PI 550518,Nitrogen,Aug20,85.44442659
4039,4039 and 4040,33-16,Ames 26771,Nitrogen,Aug20,39.68685876
4039,4039 and 4040,33-16,Ames 26771,Nitrogen,Aug12,40.34969005
4039,4039 and 4040,33-16,Ames 26771,Nitrogen,Sept5,23.78904031
4039,4039 and 4040,33-16,Ames 26771,Nitrogen,Aug23,56.16919644
4039,4039 and 4040,33-16,Ames 26771,Nitrogen,Aug16,29.20199675
4039,4039 and 4040,33-16,Ames 26771,Nitrogen,Aug30,31.18867505
4039,4039 and 4040,33-16,Ames 26771,Nitrogen,Sept1,29.10792911
4039,4039 and 4040,33-16,Ames 26771,Nitrogen,July6,30.01412114
4039,4039 and 4040,33-16,Ames 26771,Nitrogen,Aug14,42.42120875
4039,4039 and 4040,33-16,Ames 26771,Nitrogen,Sept3,30.46780762
4039,4039 and 4040,33-16,Ames 26771,Nitrogen,Aug22,39.74146546
4039,4039 and 4040,33-16,Ames 26771,Nitrogen,Aug26,47.21299764
4041,4041 and 4042,Va26,PI 587149,Nitrogen,Aug22,69.8899389
4041,4041 and 4042,Va26,PI 587149,Nitrogen,Aug26,71.54935717
4041,4041 and 4042,Va26,PI 587149,Nitrogen,Aug20,63.40605576
4041,4041 and 4042,Va26,PI 587149,Nitrogen,Aug12,66.85392493
4041,4041 and 4042,Va26,PI 587149,Nitrogen,Sept1,54.93361857
4041,4041 and 4042,Va26,PI 587149,Nitrogen,July6,39.0135018
4041,4041 and 4042,Va26,PI 587149,Nitrogen,Sept5,38.62734387
4041,4041 and 4042,Va26,PI 587149,Nitrogen,Aug30,67.31339219
4041,4041 and 4042,Va26,PI 587149,Nitrogen,Sept3,47.84203971
4041,4041 and 4042,Va26,PI 587149,Nitrogen,Aug16,54.04995505
4041,4041 and 4042,Va26,PI 587149,Nitrogen,Aug14,71.16743472
4041,4041 and 4042,Va26,PI 587149,Nitrogen,Aug23,72.98082206
4043,4043 and 4044,CML323,Ames 27097,Nitrogen,Aug14,86.75989194
4043,4043 and 4044,CML323,Ames 27097,Nitrogen,Sept1,92.96831115
4043,4043 and 4044,CML323,Ames 27097,Nitrogen,Aug30,76.52633589
4043,4043 and 4044,CML323,Ames 27097,Nitrogen,Aug16,75.69179353
4043,4043 and 4044,CML323,Ames 27097,Nitrogen,Sept3,75.08515134
4043,4043 and 4044,CML323,Ames 27097,Nitrogen,Aug23,86.51040752
4043,4043 and 4044,CML323,Ames 27097,Nitrogen,Aug22,84.78318191
4043,4043 and 4044,CML323,Ames 27097,Nitrogen,Aug12,86.5224006
4043,4043 and 4044,CML323,Ames 27097,Nitrogen,Sept5,74.88070387
4043,4043 and 4044,CML323,Ames 27097,Nitrogen,Aug20,87.3618467
4043,4043 and 4044,CML323,Ames 27097,Nitrogen,July6,43.82806887
4043,4043 and 4044,CML323,Ames 27097,Nitrogen,Aug26,91.06185501
4045,4045 and 4046,H95,Ames 19319,Nitrogen,Aug26,71.87690147
4045,4045 and 4046,H95,Ames 19319,Nitrogen,Aug22,66.23425664
4045,4045 and 4046,H95,Ames 19319,Nitrogen,Aug30,53.36721887
4045,4045 and 4046,H95,Ames 19319,Nitrogen,Aug23,73.99783963
4045,4045 and 4046,H95,Ames 19319,Nitrogen,Aug14,70.9258965
4045,4045 and 4046,H95,Ames 19319,Nitrogen,Sept5,55.362085
4045,4045 and 4046,H95,Ames 19319,Nitrogen,Aug20,69.60571414
4045,4045 and 4046,H95,Ames 19319,Nitrogen,July6,36.44741732
4045,4045 and 4046,H95,Ames 19319,Nitrogen,Sept1,56.57608385
4045,4045 and 4046,H95,Ames 19319,Nitrogen,Sept3,51.26152727
4045,4045 and 4046,H95,Ames 19319,Nitrogen,Aug16,58.38552751
4045,4045 and 4046,H95,Ames 19319,Nitrogen,Aug12,68.8503372
4047,4047 and 4048,B79,PI 608766,Nitrogen,Aug20,46.34587568
4047,4047 and 4048,B79,PI 608766,Nitrogen,Aug22,51.99076802
4047,4047 and 4048,B79,PI 608766,Nitrogen,Aug26,58.35434723
4047,4047 and 4048,B79,PI 608766,Nitrogen,Aug14,47.00143016
4047,4047 and 4048,B79,PI 608766,Nitrogen,Sept3,35.29645541
4047,4047 and 4048,B79,PI 608766,Nitrogen,Aug23,61.17990484
4047,4047 and 4048,B79,PI 608766,Nitrogen,July6,34.63297411
4047,4047 and 4048,B79,PI 608766,Nitrogen,Aug30,39.36063999
4047,4047 and 4048,B79,PI 608766,Nitrogen,Aug12,52.43352483
4047,4047 and 4048,B79,PI 608766,Nitrogen,Sept5,38.11868472
4047,4047 and 4048,B79,PI 608766,Nitrogen,Sept1,37.16115534
4047,4047 and 4048,B79,PI 608766,Nitrogen,Aug16,38.32601253
4049,4049 and 4050,DE1,PI 606329,Nitrogen,Aug16,5.116895776
4049,4049 and 4050,DE1,PI 606329,Nitrogen,Aug26,11.5548667
4049,4049 and 4050,DE1,PI 606329,Nitrogen,July6,14.18357488
4049,4049 and 4050,DE1,PI 606329,Nitrogen,Sept1,5.385523567
4049,4049 and 4050,DE1,PI 606329,Nitrogen,Aug30,5.435561662
4049,4049 and 4050,DE1,PI 606329,Nitrogen,Aug20,7.941034659
4049,4049 and 4050,DE1,PI 606329,Nitrogen,Aug12,8.265855265
4049,4049 and 4050,DE1,PI 606329,Nitrogen,Sept3,5.713885896
4049,4049 and 4050,DE1,PI 606329,Nitrogen,Sept5,6.92659173
4049,4049 and 4050,DE1,PI 606329,Nitrogen,Aug22,9.424693922
4049,4049 and 4050,DE1,PI 606329,Nitrogen,Aug23,12.98911967
4049,4049 and 4050,DE1,PI 606329,Nitrogen,Aug14,7.41882515
4051,4051 and 4052,F2834T,Ames 27112,Nitrogen,Sept3,37.84497838
4051,4051 and 4052,F2834T,Ames 27112,Nitrogen,Sept1,35.09924419
4051,4051 and 4052,F2834T,Ames 27112,Nitrogen,Aug30,34.55072972
4051,4051 and 4052,F2834T,Ames 27112,Nitrogen,Sept5,41.71077337
4051,4051 and 4052,F2834T,Ames 27112,Nitrogen,Aug14,46.49239896
4051,4051 and 4052,F2834T,Ames 27112,Nitrogen,Aug22,47.49587393
4051,4051 and 4052,F2834T,Ames 27112,Nitrogen,Aug12,44.91337224
4051,4051 and 4052,F2834T,Ames 27112,Nitrogen,Aug26,55.53268329
4051,4051 and 4052,F2834T,Ames 27112,Nitrogen,Aug20,47.72768897
4051,4051 and 4052,F2834T,Ames 27112,Nitrogen,Aug23,52.64009688
4051,4051 and 4052,F2834T,Ames 27112,Nitrogen,Aug16,32.98449765
4051,4051 and 4052,F2834T,Ames 27112,Nitrogen,July6,21.80502911
4053,4053 and 4054,A635,Ames 19309,Nitrogen,Aug22,40.67833577
4053,4053 and 4054,A635,Ames 19309,Nitrogen,Aug20,42.9614236
4053,4053 and 4054,A635,Ames 19309,Nitrogen,Aug16,16.36268417
4053,4053 and 4054,A635,Ames 19309,Nitrogen,July6,35.10566084
4053,4053 and 4054,A635,Ames 19309,Nitrogen,Sept5,27.35869876
4053,4053 and 4054,A635,Ames 19309,Nitrogen,Aug12,43.44376575
4053,4053 and 4054,A635,Ames 19309,Nitrogen,Sept1,23.17278681
4053,4053 and 4054,A635,Ames 19309,Nitrogen,Sept3,21.68595458
4053,4053 and 4054,A635,Ames 19309,Nitrogen,Aug26,44.43220106
4053,4053 and 4054,A635,Ames 19309,Nitrogen,Aug30,22.13159649
4053,4053 and 4054,A635,Ames 19309,Nitrogen,Aug23,49.42084942
4053,4053 and 4054,A635,Ames 19309,Nitrogen,Aug14,36.0543461
4055,4055 and 4056,B105,PI 594048,Nitrogen,Aug30,18.3429471
4055,4055 and 4056,B105,PI 594048,Nitrogen,July6,31.50947603
4055,4055 and 4056,B105,PI 594048,Nitrogen,Sept1,19.05972815
4055,4055 and 4056,B105,PI 594048,Nitrogen,Aug23,32.15621928
4055,4055 and 4056,B105,PI 594048,Nitrogen,Aug26,33.10498067
4055,4055 and 4056,B105,PI 594048,Nitrogen,Aug16,16.71717065
4055,4055 and 4056,B105,PI 594048,Nitrogen,Aug20,26.0503762
4055,4055 and 4056,B105,PI 594048,Nitrogen,Sept5,21.86004276
4055,4055 and 4056,B105,PI 594048,Nitrogen,Aug22,27.07971861
4055,4055 and 4056,B105,PI 594048,Nitrogen,Sept3,20.31709604
4055,4055 and 4056,B105,PI 594048,Nitrogen,Aug12,26.91432594
4055,4055 and 4056,B105,PI 594048,Nitrogen,Aug14,23.72848138
4057,4057 and 4058,N28Ht,Ames 27138,Nitrogen,Aug12,41.35697904
4057,4057 and 4058,N28Ht,Ames 27138,Nitrogen,Aug20,34.48328705
4057,4057 and 4058,N28Ht,Ames 27138,Nitrogen,Sept1,22.71196817
4057,4057 and 4058,N28Ht,Ames 27138,Nitrogen,Aug22,46.12995739
4057,4057 and 4058,N28Ht,Ames 27138,Nitrogen,Sept5,24.75968931
4057,4057 and 4058,N28Ht,Ames 27138,Nitrogen,Aug30,31.19618663
4057,4057 and 4058,N28Ht,Ames 27138,Nitrogen,Aug14,29.83844483
4057,4057 and 4058,N28Ht,Ames 27138,Nitrogen,Aug26,50.2983317
4057,4057 and 4058,N28Ht,Ames 27138,Nitrogen,July6,33.98984269
4057,4057 and 4058,N28Ht,Ames 27138,Nitrogen,Aug23,50.25733796
4057,4057 and 4058,N28Ht,Ames 27138,Nitrogen,Aug16,27.92360529
4057,4057 and 4058,N28Ht,Ames 27138,Nitrogen,Sept3,22.36128798
4059,4059 and 4060,NC324,Ames 27158,Nitrogen,Aug26,41.2082207
4059,4059 and 4060,NC324,Ames 27158,Nitrogen,Aug14,17.97605805
4059,4059 and 4060,NC324,Ames 27158,Nitrogen,Aug20,28.52881924
4059,4059 and 4060,NC324,Ames 27158,Nitrogen,Sept5,22.26559532
4059,4059 and 4060,NC324,Ames 27158,Nitrogen,July6,28.39241918
4059,4059 and 4060,NC324,Ames 27158,Nitrogen,Aug30,22.23707149
4059,4059 and 4060,NC324,Ames 27158,Nitrogen,Aug23,36.82567923
4059,4059 and 4060,NC324,Ames 27158,Nitrogen,Aug16,15.68095611
4059,4059 and 4060,NC324,Ames 27158,Nitrogen,Aug12,29.45389314
4059,4059 and 4060,NC324,Ames 27158,Nitrogen,Aug22,31.52285371
4059,4059 and 4060,NC324,Ames 27158,Nitrogen,Sept1,17.5215357
4059,4059 and 4060,NC324,Ames 27158,Nitrogen,Sept3,21.49760009
4061,4061 and 4062,NC264,PI 520774,Nitrogen,Sept1,62.93840839
4061,4061 and 4062,NC264,PI 520774,Nitrogen,Aug14,71.79670533
