V1,V2,da
Mt,500329,2
Mt,500330,4
Mt,500331,4
Mt,500334,4
Mt,500335,2
Mt,500337,4
Mt,500338,7
Mt,500339,2
Mt,500340,2
Mt,500341,1
Mt,500342,2
Mt,500345,2
Mt,500347,4
Mt,500348,2
Mt,500349,2
Mt,500350,2
Mt,500353,5
Mt,500356,2
Mt,500357,2
Mt,500358,4
Mt,500359,4
Mt,500360,5
Mt,500361,1
Mt,500362,2
Mt,500363,1
Mt,500364,4
Mt,500365,4
Mt,500366,1
Mt,500367,2
Mt,500368,6
Mt,500369,4
Mt,500372,1
Mt,500373,2
Mt,500375,4
Mt,500377,4
Mt,500379,1
Mt,500380,2
Mt,500381,2
Mt,500382,2
Mt,500383,5
Mt,500384,4
Mt,500385,4
Mt,500387,1
Mt,500388,3
Mt,500389,2
Mt,500390,3
Mt,500391,2
Mt,500392,1
Mt,500393,3
Mt,500394,1
Mt,500395,2
Mt,500397,2
Mt,500398,2
Mt,500400,2
Mt,500403,2
Mt,500404,2
Mt,500405,6
Mt,500408,6
Mt,500409,8
Mt,500410,7
Mt,500412,4
Mt,500413,4
Mt,500415,2
Mt,500416,1
Mt,500417,4
Mt,500418,2
Mt,500419,6
Mt,500420,4
Mt,500421,1
Mt,500422,2
Mt,500423,2
Mt,500424,2
Mt,500426,5
Mt,500427,1
Mt,500430,4
Mt,500431,1
Mt,500432,3
Mt,500434,4
Mt,500436,6
Mt,500438,7
Mt,500439,3
Mt,500440,8
Mt,500441,2
Mt,500442,5
Mt,500443,4
Mt,500444,2
Mt,500445,2
Mt,500448,1
Mt,500449,4
Mt,500453,2
Mt,500454,2
Mt,500455,2
Mt,500458,6
Mt,500460,4
Mt,500461,4
Mt,500463,4
Mt,500464,4
Mt,500465,2
Mt,500466,2
Mt,500468,1
Mt,500469,1
Mt,500470,4
Mt,500472,4
Mt,500473,2
Mt,500475,4
Mt,500477,2
Mt,500478,8
Mt,500479,2
Mt,500480,4
Mt,500481,2
Mt,500482,4
Mt,500483,2
Mt,500485,2
Mt,500489,6
Mt,500490,4
Mt,500491,2
Mt,500493,8
Mt,500494,1
Mt,500495,4
Mt,500498,4
Mt,500499,2
Mt,500500,2
Mt,500501,2
Mt,500502,4
Mt,500504,2
Mt,500505,2
Mt,500506,4
Mt,500507,2
Mt,500508,6
Mt,500510,4
Mt,500511,1
Mt,500512,4
Mt,500513,4
Mt,500514,2
Mt,500515,2
Mt,500517,1
Mt,500518,1
Mt,500519,1
Mt,500521,4
Mt,500522,2
Mt,500525,4
Mt,500528,6
Mt,500529,4
Mt,500530,2
Mt,500531,4
Mt,500532,4
Mt,500533,2
Mt,500534,4
Mt,500535,1
Mt,500536,3
Mt,500537,2
Mt,500538,2
Mt,500539,4
Mt,500542,2
Mt,500543,4
Mt,500546,2
Mt,500548,4
Mt,500549,2
Mt,500551,2
Mt,500553,4
Mt,500554,1
Mt,500556,5
Mt,500557,2
Mt,500559,1
Mt,500561,2
Mt,500563,2
Mt,500565,2
Mt,500566,2
Mt,500567,1
Mt,500568,2
Mt,500569,2
Mt,500571,4
Mt,500572,3
Mt,500574,2
Mt,500575,4
Mt,500576,4
Mt,500577,2
Mt,500579,4
Mt,500580,4
Mt,500581,2
Mt,500582,2
Mt,500584,6
Mt,500585,8
Mt,500586,2
Mt,500589,4
Mt,500590,2
Mt,500591,4
Mt,500592,2
Mt,500593,2
Mt,500594,4
Mt,500595,4
Mt,500596,1
Mt,500597,2
Mt,500599,2
Mt,500600,2
Mt,500601,4
Mt,500604,2
Mt,500605,4
Mt,500606,4
Mt,500607,4
Mt,500608,3
Mt,500609,2
Mt,500612,8
Mt,500613,4
Mt,500614,2
Mt,500615,1
Mt,500616,1
Mt,500617,2
Mt,500618,2
Mt,500619,4
Mt,500620,1
Mt,500621,4
Mt,500622,2
Mt,500623,2
Mt,500624,2
Mt,500625,2
Mt,500626,2
Mt,500627,2
Mt,500628,12
Mt,500629,2
Mt,500630,4
Mt,500632,2
Mt,500633,4
Mt,500634,3
Mt,500636,2
Mt,500637,4
Mt,500638,2
Mt,500639,2
Mt,500640,1
Mt,500641,1
Mt,500643,2
Mt,500644,2
Mt,500645,4
Mt,500647,1
Mt,500648,1
Mt,500649,3
Mt,500650,2
Mt,500651,3
Mt,500652,6
Mt,500653,2
Mt,500654,2
Mt,500655,8
Mt,500657,2
Mt,500658,2
Mt,500659,2
Mt,500661,4
Mt,500662,4
Mt,500663,1
Mt,500664,2
Mt,500665,4
Mt,500666,2
Mt,500667,4
Mt,500668,2
Mt,500669,1
Mt,500670,2
Mt,500672,2
Mt,500673,3
Mt,500674,2
Mt,500675,8
Mt,500676,4
Mt,500678,6
Mt,500679,1
Mt,500681,4
Mt,500683,2
Mt,500684,2
Mt,500685,4
Mt,500687,4
Mt,500689,2
Mt,500691,2
Mt,500693,4
Mt,500694,2
Mt,500695,4
Mt,500696,3
Mt,500699,4
Mt,500700,6
Mt,500701,1
Mt,500702,4
Mt,500703,5
Mt,500704,1
Mt,500705,2
Mt,500706,1
Mt,500707,4
Mt,500708,2
Mt,500709,1
Mt,500710,5
Mt,500711,4
Mt,500712,2
Mt,500713,2
Mt,500714,2
Mt,500716,1
Mt,500717,2
Mt,500718,2
Mt,500721,2
Mt,500722,2
Mt,500723,1
Mt,500724,2
Mt,500725,4
Mt,500728,4
Mt,500729,2
Mt,500731,8
Mt,500732,2
Mt,500733,2
Mt,500734,7
Mt,500735,2
Mt,500738,2
Mt,500739,2
Mt,500741,6
Mt,500742,2
Mt,500743,4
Mt,500744,2
Mt,500745,2
Mt,500748,2
Mt,500749,4
Mt,500750,2
Mt,500753,2
Mt,500754,4
Mt,500756,2
Mt,500757,6
Mt,500758,6
Mt,500759,2
Mt,500761,5
Mt,500762,2
Mt,500763,2
Mt,500764,4
Mt,500765,2
Mt,500766,4
Mt,500767,3
Mt,500768,2
Mt,500769,4
Mt,500770,2
Mt,500771,2
Mt,500773,4
Mt,500774,2
Mt,500776,10
Mt,500778,4
Mt,500779,4
Mt,500781,1
Mt,500784,8
Mt,500785,2
Mt,500787,4
Mt,500790,4
Mt,500792,2
Mt,500795,4
Mt,500796,2
Mt,500797,2
Mt,500798,7
Mt,500799,2
Mt,500800,6
Mt,500801,4
Mt,500802,4
Mt,500803,2
Mt,500804,4
Mt,500807,2
Mt,500808,6
Mt,500812,3
Mt,500813,1
Mt,500814,4
Mt,500815,2
Mt,500817,2
Mt,500818,4
Mt,500819,2
Mt,500820,4
Mt,500821,1
Mt,500823,5
Mt,500824,4
Mt,500825,2
Mt,500826,6
Mt,500827,2
Mt,500829,2
Mt,500830,7
Mt,500831,1
Mt,500833,1
Mt,500834,2
Mt,500837,4
Mt,500838,3
Mt,500839,4
Mt,500840,4
Mt,500841,7
Mt,500842,2
Mt,500843,2
Mt,500845,4
Mt,500847,1
Mt,500848,4
Mt,500849,6
Mt,500850,4
Mt,500852,4
Mt,500853,4
Mt,500856,1
Mt,500857,2
Mt,500859,2
Mt,500860,4
Mt,500862,1
Mt,500863,1
Mt,500864,2
Mt,500866,4
Mt,500867,8
Mt,500868,4
Mt,500869,2
Mt,500870,4
Mt,500871,2
Mt,500873,2
Mt,500874,2
Mt,500875,2
Mt,500876,2
Mt,500878,2
Mt,500879,1
Mt,500880,4
Mt,500881,1
Mt,500883,4
Mt,500884,2
Mt,500888,2
Mt,500889,1
Mt,500890,2
Mt,500892,3
Mt,500893,3
Mt,500894,4
Mt,500897,4
Mt,500898,4
Mt,500900,2
Mt,500902,8
Mt,500905,7
Mt,500907,2
Mt,500908,2
Mt,500909,4
Mt,500910,3
Mt,500911,2
Mt,500912,2
Mt,500913,4
Mt,500914,2
Mt,500915,4
Mt,500916,1
Mt,500918,5
Mt,500919,2
Mt,500920,2
Mt,500921,4
Mt,500922,2
Mt,500923,1
Mt,500927,2
Mt,500928,3
Mt,500930,2
Mt,500931,2
Mt,500932,4
Mt,500933,2
Mt,500934,4
Mt,500935,1
Mt,500937,1
Mt,500938,1
Mt,500939,1
Mt,500940,2
Mt,500942,2
Mt,500943,3
Mt,500944,2
Mt,500945,2
Mt,500946,4
Mt,500948,2
Mt,500949,4
Mt,500950,4
Mt,500952,6
Mt,500954,2
Mt,500955,4
Mt,500956,1
Mt,500957,2
Mt,500958,4
Mt,500959,2
Mt,500963,2
Mt,500964,2
Mt,500967,6
Mt,500968,2
Mt,500969,5
Mt,500970,8
Mt,500972,2
Mt,500973,2
Mt,500974,5
Mt,500975,1
Mt,500976,4
Mt,500977,2
Mt,500979,1
Mt,500980,1
Mt,500981,4
Mt,500982,2
Mt,500983,2
Mt,500984,1
Mt,500985,4
Mt,500986,4
Mt,500987,4
Mt,500988,4
Mt,500989,2
Mt,500990,2
Mt,500992,1
Mt,500993,1
Mt,500994,6
Mt,500997,2
Mt,500998,2
Mt,500999,4
Mt,501001,2
Mt,501003,2
Mt,501004,6
Mt,501005,2
Mt,501007,6
Mt,501009,4
Mt,501010,2
Mt,501011,2
Mt,501012,2
Mt,501015,2
Mt,501016,2
Mt,501018,3
Mt,501019,2
Mt,501021,4
Mt,501022,3
Mt,501024,2
Mt,501025,2
Mt,501026,8
Mt,501027,4
Mt,501028,2
Mt,501030,5
Mt,501031,2
Mt,501033,4
Mt,501035,2
Mt,501036,4
Mt,501037,4
Mt,501038,2
Mt,501039,2
Mt,501040,1
Mt,501041,1
Mt,501042,1
Mt,501043,4
Mt,501044,4
Mt,501046,2
Mt,501048,2
Mt,501049,4
Mt,501050,2
Mt,501051,4
Mt,501053,2
Mt,501056,4
Mt,501058,4
Mt,501060,2
Mt,501063,1
Mt,501064,5
Mt,501066,2
Mt,501070,2
Mt,501072,2
Mt,501075,2
Mt,501077,5
Mt,501078,2
Mt,501079,2
Mt,501080,4
Mt,501081,3
Mt,501082,4
Mt,501083,6
Mt,501084,1
Mt,501085,4
Mt,501086,2
Mt,501088,4
Mt,501089,3
Mt,501090,1
Mt,501091,1
Mt,501092,2
Mt,501093,2
Mt,501094,4
Mt,501095,2
Mt,501096,4
Mt,501097,3
Mt,501098,2
Mt,501099,1
Mt,501100,6
Mt,501101,2
Mt,501102,4
Mt,501103,4
Mt,501105,3
Mt,501106,1
Mt,501107,2
Mt,501110,2
Mt,501111,2
Mt,501113,4
Mt,501114,4
Mt,501115,2
Mt,501116,4
Mt,501118,6
Mt,501120,2
Mt,501122,2
Mt,501124,2
Mt,501125,2
Mt,501126,1
Mt,501127,2
Mt,501128,2
Mt,501130,4
Mt,501131,7
Mt,501133,4
Mt,501135,4
Mt,501136,4
Mt,501137,4
Mt,501140,2
Mt,501141,2
Mt,501142,2
Mt,501143,4
Mt,501144,4
Mt,501145,1
Mt,501146,2
Mt,501147,1
Mt,501148,2
Mt,501150,2
Mt,501151,4
Mt,501153,2
Mt,501154,4
Mt,501155,2
Mt,501157,2
Mt,501158,4
Mt,501159,6
Mt,501161,1
Mt,501162,2
Mt,501163,2
Mt,501164,4
Mt,501165,2
Mt,501167,4
Mt,501168,2
Mt,501169,2
Mt,501170,6
Mt,501171,4
Mt,501172,2
Mt,501174,2
Mt,501177,2
Mt,501179,1
Mt,501180,2
Mt,501181,2
Mt,501183,3
Mt,501186,6
Mt,501187,2
Mt,501188,1
Mt,501189,2
Mt,501190,6
Mt,501192,2
Mt,501193,2
Mt,501194,1
Mt,501195,2
Mt,501196,4
Mt,501197,4
Mt,501198,2
Mt,501199,1
Mt,501200,4
Mt,501201,2
Mt,501204,4
Mt,501205,4
Mt,501206,2
Mt,501208,6
Mt,501211,4
Mt,501212,4
Mt,501213,4
Mt,501214,4
Mt,501215,5
Mt,501216,1
Mt,501217,2
Mt,501219,4
Mt,501220,4
Mt,501221,2
Mt,501222,4
Mt,501223,4
Mt,501225,4
Mt,501226,6
Mt,501227,2
Mt,501228,2
Mt,501230,2
Mt,501231,1
Mt,501233,4
Mt,501234,4
Mt,501235,2
Mt,501236,2
Mt,501237,2
Mt,501238,8
Mt,501240,1
Mt,501241,6
Mt,501243,8
Mt,501244,2
Mt,501245,3
Mt,501246,2
Mt,501248,4
Mt,501249,2
Mt,501250,4
Mt,501252,4
Mt,501254,2
Mt,501255,2
Mt,501256,2
Mt,501257,2
Mt,501258,2
Mt,501259,2
Mt,501260,9
Mt,501263,1
Mt,501264,6
Mt,501265,1
Mt,501266,2
Mt,501267,2
Mt,501268,3
Mt,501270,5
Mt,501272,4
Mt,501273,5
Mt,501274,3
Mt,501277,4
Mt,501278,2
Mt,501280,4
Mt,501281,4
Mt,501283,2
Mt,501284,2
Mt,501285,1
Mt,501287,3
Mt,501288,4
Mt,501289,3
Mt,501290,2
Mt,501292,4
Mt,501294,4
Mt,501295,2
Mt,501296,4
Mt,501297,2
Mt,501299,2
Mt,501300,4
Mt,501301,2
Mt,501302,2
Mt,501303,2
Mt,501304,4
Mt,501305,2
Mt,501307,4
Mt,501308,1
Mt,501309,2
Mt,501310,2
Mt,501311,2
Mt,501313,2
Mt,501316,4
Mt,501317,2
Mt,501318,4
Mt,501320,2
Mt,501321,2
Mt,501322,6
Mt,501323,4
Mt,501327,1
Mt,501328,5
Mt,501329,2
Mt,501330,2
Mt,501331,4
Mt,501335,2
Mt,501336,6
Mt,501339,2
Mt,501340,4
Mt,501341,4
Mt,501342,4
Mt,501344,4
Mt,501345,1
Mt,501346,2
Mt,501347,3
Mt,501349,4
Mt,501350,2
Mt,501352,7
Mt,501353,1
Mt,501354,1
Mt,501356,3
Mt,501357,2
Mt,501358,2
Mt,501359,2
Mt,501360,2
Mt,501361,1
Mt,501362,2
Mt,501365,2
Mt,501366,5
Mt,501367,2
Mt,501368,6
Mt,501369,4
Mt,501370,6
Mt,501371,2
Mt,501372,2
Mt,501374,2
Mt,501375,4
Mt,501377,2
Mt,501378,3
Mt,501379,2
Mt,501380,2
Mt,501382,2
Mt,501383,2
Mt,501385,1
Mt,501386,2
Mt,501389,1
Mt,501390,1
Mt,501391,3
Mt,501392,4
Mt,501393,4
Mt,501395,2
Mt,501396,2
Mt,501397,4
Mt,501398,2
Mt,501400,4
Mt,501401,2
Mt,501402,7
Mt,501404,2
Mt,501405,2
Mt,501407,2
Mt,501409,4
Mt,501411,2
Mt,501412,1
Mt,501413,1
Mt,501416,6
Mt,501417,2
Mt,501419,2
Mt,501420,4
Mt,501422,4
Mt,501423,5
Mt,501425,3
Mt,501426,2
Mt,501430,6
Mt,501431,4
Mt,501434,6
Mt,501438,4
Mt,501439,4
Mt,501440,2
Mt,501441,2
Mt,501443,2
Mt,501445,4
Mt,501447,3
Mt,501449,5
Mt,501450,2
Mt,501451,4
Mt,501452,4
Mt,501453,3
Mt,501454,4
Mt,501456,2
Mt,501460,2
Mt,501461,7
Mt,501462,2
Mt,501463,2
Mt,501464,2
Mt,501466,2
Mt,501467,4
Mt,501468,4
Mt,501469,1
Mt,501471,4
Mt,501472,1
Mt,501474,2
Mt,501475,4
Mt,501477,1
Mt,501478,2
Mt,501480,2
Mt,501481,4
Mt,501482,4
Mt,501483,4
Mt,501484,2
Mt,501485,4
Mt,501486,2
Mt,501487,4
Mt,501488,6
Mt,501489,2
Mt,501490,4
Mt,501491,2
Mt,501494,3
Mt,501495,5
Mt,501497,4
Mt,501498,1
Mt,501503,1
Mt,501504,2
Mt,501506,2
Mt,501507,4
Mt,501508,1
Mt,501509,4
Mt,501511,1
Mt,501512,2
Mt,501514,4
Mt,501515,2
Mt,501516,4
Mt,501517,4
Mt,501522,2
Mt,501525,2
Mt,501527,2
Mt,501528,4
Mt,501530,4
Mt,501531,1
Mt,501532,3
Mt,501533,4
Mt,501534,1
Mt,501535,4
Mt,501537,6
Mt,501539,4
Mt,501540,2
Mt,501541,2
Mt,501542,2
Mt,501543,1
Mt,501546,4
Mt,501547,1
Mt,501548,2
Mt,501549,4
Mt,501550,6
Mt,501552,2
Mt,501553,2
Mt,501554,2
Mt,501555,2
Mt,501557,1
Mt,501558,1
Mt,501559,1
Mt,501562,4
Mt,501563,6
Mt,501568,3
Mt,501569,4
Mt,501571,4
Mt,501574,2
Mt,501575,1
Mt,501576,4
Mt,501577,1
Mt,501579,2
Mt,501580,2
Mt,501582,4
Mt,501584,2
Mt,501585,4
Mt,501587,2
Mt,501588,5
Mt,501589,2
Mt,501590,4
Mt,501591,2
Mt,501592,4
Mt,501594,2
Mt,501595,4
Mt,501597,1
Mt,501599,4
Mt,501602,4
Mt,501604,6
Mt,501605,2
Mt,501608,2
Mt,501609,2
Mt,501610,2
Mt,501611,2
Mt,501613,4
Mt,501614,2
Mt,501615,8
Mt,501616,4
Mt,501617,2
Mt,501619,4
Mt,501621,2
Mt,501623,4
Mt,501624,4
Mt,501627,4
Mt,501629,1
Mt,501630,1
Mt,501631,4
Mt,501633,2
Mt,501634,2
Mt,501635,4
Mt,501637,4
Mt,501638,6
Mt,501640,2
Mt,501641,3
Mt,501642,2
Mt,501644,6
Mt,501646,3
Mt,501647,1
Mt,501648,4
Mt,501649,2
Mt,501651,4
Mt,501652,2
Mt,501653,4
Mt,501657,4
Mt,501658,1
Mt,501659,5
Mt,501660,2
Mt,501661,2
Mt,501663,4
Mt,501666,7
Mt,501667,2
Mt,501668,2
Mt,501669,2
Mt,501671,2
Mt,501672,2
Mt,501673,2
Mt,501674,3
Mt,501675,2
Mt,501676,2
Mt,501678,1
Mt,501680,4
Mt,501681,3
Mt,501682,5
Mt,501683,4
Mt,501684,1
Mt,501685,2
Mt,501686,2
Mt,501687,6
Mt,501689,6
Mt,501690,3
Mt,501691,4
Mt,501694,2
Mt,501695,2
Mt,501696,4
Mt,501697,2
Mt,501698,2
Mt,501701,3
Mt,501702,2
Mt,501703,2
Mt,501704,2
Mt,501705,1
Mt,501706,6
Mt,501709,2
Mt,501712,2
Mt,501713,5
Mt,501716,2
Mt,501717,2
Mt,501718,1
Mt,501721,1
Mt,501722,4
Mt,501723,2
Mt,501725,2
Mt,501726,3
Mt,501727,2
Mt,501728,2
Mt,501729,5
Mt,501730,6
Mt,501731,2
Mt,501732,1
Mt,501733,6
Mt,501734,6
Mt,501735,5
Mt,501736,8
Mt,501737,2
Mt,501739,8
Mt,501741,4
Mt,501745,4
Mt,501748,4
Mt,501749,2
Mt,501750,4
Mt,501751,2
Mt,501752,4
Mt,501753,2
Mt,501754,4
Mt,501756,4
Mt,501757,1
Mt,501758,8
Mt,501759,2
Mt,501760,4
Mt,501761,2
Mt,501762,2
Mt,501764,4
Mt,501766,1
Mt,501767,2
Mt,501768,12
Mt,501769,4
Mt,501771,2
Mt,501772,2
Mt,501774,2
Mt,501776,2
Mt,501777,1
Mt,501778,6
Mt,501779,1
Mt,501780,1
Mt,501781,1
Mt,501782,4
Mt,501784,1
Mt,501785,6
Mt,501786,4
Mt,501787,2
Mt,501788,1
Mt,501790,3
Mt,501791,2
Mt,501792,1
Mt,501795,2
Mt,501796,1
Mt,501798,4
Mt,501801,4
Mt,501802,1
Mt,501803,2
Mt,501805,2
Mt,501806,2
Mt,501807,2
Mt,501808,2
Mt,501809,6
Mt,501811,4
Mt,501812,4
Mt,501813,2
Mt,501814,4
Mt,501818,3
Mt,501820,3
Mt,501821,4
Mt,501822,4
Mt,501823,4
Mt,501827,2
Mt,501829,4
Mt,501830,2
Mt,501832,8
Mt,501833,5
Mt,501834,4
Mt,501835,4
Mt,501836,4
Mt,501839,2
Mt,501841,2
Mt,501842,3
Mt,501843,1
Mt,501844,1
Mt,501845,1
Mt,501846,2
Mt,501847,2
Mt,501850,5
Mt,501851,4
Mt,501852,4
Mt,501853,2
Mt,501854,1
Mt,501855,5
Mt,501856,2
Mt,501857,2
Mt,501861,3
Mt,501862,2
Mt,501866,1
Mt,501867,4
Mt,501868,4
Mt,501869,2
Mt,501870,1
Mt,501871,2
Mt,501872,4
Mt,501873,2
Mt,501874,2
Mt,501875,2
Mt,501879,4
Mt,501880,4
Mt,501882,4
Mt,501883,6
Mt,501884,6
Mt,501886,1
Mt,501887,1
Mt,501889,2
Mt,501891,2
Mt,501892,2
Mt,501894,4
Mt,501895,6
Mt,501896,4
Mt,501897,2
Mt,501900,2
Mt,501902,6
Mt,501903,1
Mt,501904,5
Mt,501905,4
Mt,501906,2
Mt,501907,4
Mt,501908,7
Mt,501911,2
Mt,501912,2
Mt,501913,2
Mt,501916,1
Mt,501917,4
Mt,501918,5
Mt,501920,2
Mt,501921,2
Mt,501922,4
Mt,501923,2
Mt,501924,4
Mt,501927,2
Mt,501928,6
Mt,501930,4
Mt,501931,2
Mt,501934,2
Mt,501935,4
Mt,501938,4
Mt,501939,2
Mt,501940,2
Mt,501941,2
Mt,501943,2
Mt,501944,2
Mt,501947,2
Mt,501948,4
Mt,501951,6
Mt,501952,6
Mt,501953,2
Mt,501954,1
Mt,501955,2
Mt,501956,2
Mt,501957,1
Mt,501958,2
Mt,501959,2
Mt,501960,4
Mt,501961,2
Mt,501962,2
Mt,501964,4
Mt,501965,2
Mt,501966,2
Mt,501967,4
Mt,501970,1
Mt,501971,4
Mt,501973,2
Mt,501974,4
Mt,501975,4
Mt,501976,2
Mt,501977,4
Mt,501978,2
Mt,501979,3
Mt,501980,4
Mt,501982,4
Mt,501983,2
Mt,501985,4
Mt,501986,3
Mt,501987,1
Mt,501988,2
Mt,501990,2
Mt,501991,4
Mt,501993,4
Mt,501995,4
Mt,501997,4
Mt,501999,2
Mt,502002,2
Mt,502003,2
Mt,502004,2
Mt,502005,2
Mt,502007,2
Mt,502009,2
Mt,502010,4
Mt,502011,2
Mt,502012,3
Mt,502013,1
Mt,502014,3
Mt,502015,1
Mt,502016,2
Mt,502017,2
Mt,502018,1
Mt,502019,7
Mt,502021,2
Mt,502022,3
Mt,502023,2
Mt,502024,3
Mt,502027,6
Mt,502028,2
Mt,502029,2
Mt,502030,5
Mt,502032,2
Mt,502033,2
Mt,502035,2
Mt,502036,2
Mt,502037,4
Mt,502038,4
Mt,502039,1
Mt,502040,3
Mt,502041,2
Mt,502042,2
Mt,502043,2
Mt,502044,4
Mt,502046,1
Mt,502048,4
Mt,502054,6
Mt,502056,2
Mt,502057,1
Mt,502058,2
Mt,502059,1
Mt,502064,1
Mt,502065,1
Mt,502066,1
Mt,502067,5
Mt,502068,4
Mt,502069,2
Mt,502070,1
Mt,502071,2
Mt,502073,2
Mt,502074,2
Mt,502075,2
Mt,502076,1
Mt,502077,2
Mt,502078,4
Mt,502080,8
Mt,502081,2
Mt,502082,4
Mt,502083,8
Mt,502084,2
Mt,502086,2
Mt,502087,8
Mt,502089,2
Mt,502091,3
Mt,502092,2
Mt,502094,4
Mt,502095,2
Mt,502096,3
Mt,502097,4
Mt,502098,2
Mt,502099,4
Mt,502100,4
Mt,502102,4
Mt,502103,1
Mt,502106,2
Mt,502107,2
Mt,502108,1
Mt,502109,1
Mt,502110,1
Mt,502111,4
Mt,502112,2
Mt,502113,1
Mt,502114,4
Mt,502115,2
Mt,502116,8
Mt,502118,2
Mt,502119,2
Mt,502121,2
Mt,502123,4
Mt,502124,4
Mt,502125,4
Mt,502127,1
Mt,502129,2
Mt,502130,2
Mt,502131,2
Mt,502132,2
Mt,502135,2
Mt,502136,1
Mt,502137,2
Mt,502138,2
Mt,502139,2
Mt,502140,1
Mt,502141,1
Mt,502142,1
Mt,502143,4
Mt,502145,2
Mt,502146,2
Mt,502148,2
Mt,502149,4
Mt,502150,2
Mt,502151,2
Mt,502152,1
Mt,502153,4
Mt,502155,2
Mt,502156,4
Mt,502158,2
Mt,502160,4
Mt,502161,4
Mt,502164,1
Mt,502165,2
Mt,502167,1
Mt,502168,2
Mt,502170,2
Mt,502171,2
Mt,502172,2
Mt,502173,3
Mt,502174,4
Mt,502175,4
Mt,502176,4
Mt,502177,2
Mt,502178,1
Mt,502179,8
Mt,502181,2
Mt,502186,4
Mt,502187,4
Mt,502188,4
Mt,502192,4
Mt,502194,2
Mt,502196,4
Mt,502197,4
Mt,502198,2
Mt,502199,2
Mt,502200,2
Mt,502201,4
Mt,502202,4
Mt,502203,2
Mt,502204,1
Mt,502205,2
Mt,502207,2
Mt,502208,2
Mt,502209,4
Mt,502210,3
Mt,502212,6
Mt,502213,2
Mt,502214,6
Mt,502215,1
Mt,502217,1
Mt,502218,1
Mt,502219,2
Mt,502220,4
Mt,502221,4
Mt,502222,4
Mt,502223,4
Mt,502224,3
Mt,502226,2
Mt,502229,2
Mt,502230,2
Mt,502231,1
Mt,502232,4
Mt,502233,2
Mt,502235,4
Mt,502236,4
Mt,502238,4
Mt,502239,4
Mt,502240,4
Mt,502242,2
Mt,502244,2
Mt,502245,8
Mt,502247,2
Mt,502249,5
Mt,502250,4
Mt,502251,4
Mt,502253,2
Mt,502254,4
Mt,502255,4
Mt,502260,4
Mt,502261,2
Mt,502262,2
Mt,502263,4
Mt,502265,4
Mt,502266,2
Mt,502268,4
Mt,502269,2
Mt,502272,2
Mt,502273,4
Mt,502274,2
Mt,502276,4
Mt,502277,1
Mt,502278,3
Mt,502279,4
Mt,502280,4
Mt,502281,4
Mt,502282,2
Mt,502285,1
Mt,502286,1
Mt,502288,4
Mt,502291,2
Mt,502293,6
Mt,502294,4
Mt,502297,5
Mt,502300,5
Mt,502301,2
Mt,502302,1
Mt,502303,2
Mt,502305,4
Mt,502307,3
Mt,502308,2
Mt,502309,1
Mt,502310,4
Mt,502311,2
Mt,502313,2
Mt,502315,5
Mt,502316,4
Mt,502317,14
Mt,502318,4
Mt,502320,1
Mt,502321,2
Mt,502322,1
Mt,502323,2
Mt,502325,5
Mt,502326,4
Mt,502327,1
Mt,502328,4
Mt,502329,4
Mt,502330,2
Mt,502332,2
Mt,502333,2
Mt,502335,2
Mt,502336,4
Mt,502337,2
Mt,502338,6
Mt,502339,2
Mt,502340,7
Mt,502341,4
Mt,502343,4
Mt,502344,2
Mt,502347,2
Mt,502348,2
Mt,502349,2
Mt,502353,2
Mt,502355,1
Mt,502358,2
Mt,502359,1
Mt,502360,1
Mt,502361,4
Mt,502363,4
Mt,502364,2
Mt,502365,2
Mt,502370,2
Mt,502371,3
Mt,502372,1
Mt,502373,2
Mt,502374,2
Mt,502375,4
Mt,502376,2
Mt,502379,3
Mt,502380,2
Mt,502382,2
Mt,502383,4
Mt,502384,3
Mt,502385,2
Mt,502386,2
Mt,502387,1
Mt,502389,2
Mt,502390,4
Mt,502391,1
Mt,502394,2
Mt,502398,3
Mt,502399,2
Mt,502400,4
Mt,502404,2
Mt,502405,4
Mt,502406,4
Mt,502408,2
Mt,502409,7
Mt,502410,2
Mt,502411,2
Mt,502413,1
Mt,502414,4
Mt,502415,1
Mt,502416,4
Mt,502417,1
Mt,502418,1
Mt,502419,4
Mt,502420,4
Mt,502424,2
Mt,502425,3
Mt,502427,2
Mt,502429,2
Mt,502430,2
Mt,502432,4
Mt,502433,2
Mt,502435,2
Mt,502437,2
Mt,502438,1
Mt,502439,2
Mt,502440,3
Mt,502441,2
Mt,502445,1
Mt,502446,4
Mt,502447,4
Mt,502448,1
Mt,502450,2
Mt,502451,2
Mt,502452,2
Mt,502454,3
Mt,502455,4
Mt,502456,2
Mt,502457,6
Mt,502459,2
Mt,502460,4
Mt,502461,2
Mt,502462,1
Mt,502463,6
Mt,502464,4
Mt,502467,4
Mt,502468,2
Mt,502469,2
Mt,502471,2
Mt,502472,4
Mt,502473,2
Mt,502474,2
Mt,502476,2
Mt,502477,6
Mt,502481,4
Mt,502482,2
Mt,502483,2
Mt,502485,4
Mt,502486,1
Mt,502487,2
Mt,502488,2
Mt,502489,4
Mt,502490,1
Mt,502491,4
Mt,502492,2
Mt,502493,2
Mt,502495,6
Mt,502496,2
Mt,502497,3
Mt,502500,2
Mt,502505,2
Mt,502506,1
Mt,502508,4
Mt,502510,2
Mt,502511,2
Mt,502513,4
Mt,502514,1
Mt,502515,1
Mt,502518,6
